,Node,Branch,Length
0,"((0, 0, -1), (64, 31, 63))","[(0, 0, -1), (32, 22, 0), (33, 21, 1), (34, 22, 1), (35, 23, 1), (34, 24, 2), (35, 25, 3), (36, 26, 4), (37, 26, 5), (37, 26, 6), (37, 26, 7), (38, 26, 8), (38, 26, 9), (38, 26, 10), (38, 26, 11), (39, 26, 12), (39, 26, 13), (39, 26, 14), (39, 26, 15), (40, 26, 16), (40, 26, 17), (40, 26, 18), (40, 26, 19), (41, 26, 20), (41, 26, 21), (41, 26, 22), (41, 26, 23), (42, 26, 24), (42, 26, 25), (42, 26, 26), (42, 26, 27), (42, 26, 28), (42, 26, 29), (43, 26, 30), (43, 26, 31), (43, 26, 32), (43, 26, 33), (43, 26, 34), (44, 26, 35), (44, 26, 36), (44, 26, 37), (44, 26, 38), (44, 26, 39), (44, 26, 40), (45, 26, 41), (45, 26, 42), (45, 26, 43), (45, 26, 44), (45, 26, 45), (46, 26, 46), (46, 26, 47), (46, 26, 48), (46, 26, 49), (47, 26, 50), (47, 26, 51), (47, 26, 52), (47, 26, 53), (48, 26, 54), (48, 26, 55), (48, 26, 56), (49, 27, 57), (50, 27, 58), (51, 27, 58), (52, 28, 59), (53, 28, 59), (54, 28, 60), (55, 28, 60), (56, 29, 61), (57, 29, 61), (58, 29, 62), (59, 29, 62), (60, 30, 62), (61, 30, 63), (62, 30, 63), (63, 30, 63), (64, 31, 63)]",0.8217205516846807
1,"((0, 0, -1), (20, 39, 80))","[(0, 0, -1), (31, 23, 0), (31, 23, 1), (31, 23, 2), (31, 23, 3), (30, 23, 4), (30, 23, 5), (30, 23, 6), (30, 23, 7), (30, 23, 8), (30, 23, 9), (30, 23, 10), (30, 23, 11), (30, 23, 12), (30, 23, 13), (30, 23, 14), (30, 23, 15), (30, 23, 16), (30, 23, 17), (30, 23, 18), (30, 23, 19), (30, 23, 20), (30, 23, 21), (30, 23, 22), (30, 23, 23), (29, 23, 24), (29, 23, 25), (29, 23, 26), (29, 23, 27), (29, 23, 28), (29, 23, 29), (29, 23, 30), (29, 23, 31), (29, 23, 32), (29, 23, 33), (29, 23, 34), (29, 23, 35), (29, 23, 36), (29, 23, 37), (29, 23, 38), (28, 24, 39), (28, 24, 40), (28, 24, 41), (28, 24, 42), (28, 24, 43), (28, 24, 44), (28, 24, 45), (28, 24, 46), (28, 25, 47), (28, 25, 48), (27, 25, 49), (27, 25, 50), (27, 25, 51), (27, 25, 52), (27, 26, 53), (27, 26, 54), (27, 26, 55), (27, 26, 56), (27, 27, 57), (26, 27, 58), (26, 27, 59), (26, 27, 60), (26, 28, 61), (26, 28, 62), (26, 29, 63), (25, 29, 64), (25, 29, 65), (25, 30, 66), (25, 30, 67), (25, 31, 68), (24, 31, 69), (24, 32, 70), (24, 32, 71), (23, 33, 72), (23, 34, 73), (23, 34, 74), (22, 35, 75), (22, 36, 76), (22, 36, 77), (21, 37, 78), (21, 38, 79), (20, 39, 80)]",1.1997594126360682
2,"((0, 0, -1), (36, 17, 78))","[(0, 0, -1), (31, 24, 0), (31, 24, 1), (32, 23, 2), (32, 23, 3), (33, 23, 4), (34, 22, 5), (35, 22, 6), (34, 22, 7), (34, 22, 8), (35, 22, 9), (35, 22, 10), (35, 22, 11), (35, 21, 12), (35, 21, 13), (35, 21, 14), (35, 21, 15), (35, 21, 16), (35, 21, 17), (35, 21, 18), (36, 21, 19), (36, 21, 20), (36, 21, 21), (36, 20, 22), (36, 20, 23), (36, 20, 24), (36, 20, 25), (36, 20, 26), (36, 20, 27), (36, 20, 28), (37, 20, 29), (37, 20, 30), (37, 20, 31), (37, 19, 32), (37, 19, 33), (37, 19, 34), (37, 19, 35), (37, 19, 36), (37, 19, 37), (37, 19, 38), (37, 18, 39), (37, 18, 40), (37, 18, 41), (37, 18, 42), (37, 18, 43), (37, 18, 44), (37, 18, 45), (37, 18, 46), (37, 18, 47), (37, 17, 48), (37, 17, 49), (37, 17, 50), (37, 17, 51), (37, 17, 52), (37, 17, 53), (37, 17, 54), (37, 17, 55), (37, 16, 56), (37, 16, 57), (37, 16, 58), (37, 16, 59), (37, 16, 60), (37, 16, 61), (37, 16, 62), (37, 16, 63), (37, 16, 64), (37, 16, 65), (37, 16, 66), (37, 16, 67), (37, 16, 68), (37, 16, 69), (37, 16, 70), (36, 16, 71), (36, 16, 72), (36, 16, 73), (36, 16, 74), (36, 16, 75), (36, 17, 76), (36, 17, 77), (36, 17, 78)]",1.003255282694977
3,"((0, 0, -1), (32.0, 19.0, 75.0))","[(0, 0, -1), (29, 23, 0), (28, 22, 1), (28, 21, 1), (29, 20, 2), (30, 21, 1), (30, 21, 2), (31, 22, 3), (31, 22, 4), (31, 21, 5), (31, 21, 6), (31, 21, 7), (31, 21, 8), (31, 21, 9), (31, 21, 10), (31, 21, 11), (31, 21, 12), (31, 21, 13), (31, 21, 14), (31, 21, 15), (31, 20, 16), (31, 20, 17), (31, 20, 18), (31, 20, 19), (31, 20, 20), (31, 20, 21), (31, 20, 22), (31, 20, 23), (31, 20, 24), (31, 20, 25), (31, 20, 26), (31, 20, 27), (32, 20, 28), (32, 20, 29), (32, 19, 30), (32, 19, 31), (32, 19, 32), (32, 19, 33), (32, 19, 34), (32, 19, 35), (32, 19, 36), (32, 19, 37), (32.0, 19.0, 38.0), (32.0, 19.0, 39.0), (32.0, 19.0, 40.0), (32.0, 19.0, 41.0), (32.0, 19.0, 42.0), (32.0, 19.0, 43.0), (32.0, 19.0, 44.0), (32.0, 19.0, 45.0), (32.0, 19.0, 46.0), (32.0, 19.0, 47.0), (32.0, 19.0, 48.0), (32.0, 19.0, 49.0), (32.0, 19.0, 50.0), (32.0, 19.0, 51.0), (32.0, 19.0, 52.0), (32.0, 19.0, 53.0), (32.0, 19.0, 54.0), (32.0, 19.0, 55.0), (32.0, 19.0, 56.0), (32.0, 19.0, 57.0), (32.0, 19.0, 58.0), (32.0, 19.0, 59.0), (32.0, 19.0, 60.0), (32.0, 19.0, 61.0), (32.0, 19.0, 62.0), (32.0, 19.0, 63.0), (32.0, 19.0, 64.0), (32.0, 19.0, 65.0), (32.0, 19.0, 66.0), (32.0, 19.0, 67.0), (32.0, 19.0, 68.0), (32.0, 19.0, 69.0), (32.0, 19.0, 70.0), (32.0, 19.0, 71.0), (32.0, 19.0, 72.0), (32.0, 19.0, 73.0), (32.0, 19.0, 74.0), (32.0, 19.0, 75.0)]",1.154926308055132
4,"((31, 26, 1), (24.0, 28.0, 74.0))","[(31, 26, 1), (31.0, 25.0, 2.0), (31.0, 26.0, 3.0), (31.0, 26.0, 4.0), (30.0, 26.0, 5.0), (30.0, 26.0, 6.0), (30.0, 26.0, 7.0), (30.0, 26.0, 8.0), (30.0, 26.0, 9.0), (30.0, 26.0, 10.0), (30.0, 26.0, 11.0), (30.0, 26.0, 12.0), (30.0, 26.0, 13.0), (30.0, 26.0, 14.0), (30.0, 26.0, 15.0), (30.0, 26.0, 16.0), (30.0, 26.0, 17.0), (30.0, 26.0, 18.0), (30.0, 26.0, 19.0), (30.0, 26.0, 20.0), (30.0, 26.0, 21.0), (30.0, 26.0, 22.0), (30.0, 27.0, 23.0), (30.0, 27.0, 24.0), (30.0, 27.0, 25.0), (30.0, 27.0, 26.0), (30.0, 27.0, 27.0), (30.0, 27.0, 28.0), (30.0, 27.0, 29.0), (30.0, 27.0, 30.0), (30.0, 27.0, 31.0), (30.0, 27.0, 32.0), (30.0, 27.0, 33.0), (30.0, 27.0, 34.0), (30.0, 27.0, 35.0), (30.0, 27.0, 36.0), (30.0, 27.0, 37.0), (30.0, 27.0, 38.0), (30.0, 27.0, 39.0), (30.0, 27.0, 40.0), (30.0, 27.0, 41.0), (30.0, 26.0, 42.0), (30.0, 26.0, 43.0), (30.0, 26.0, 44.0), (30.0, 26.0, 45.0), (30.0, 26.0, 46.0), (30.0, 26.0, 47.0), (30.0, 26.0, 48.0), (30.0, 26.0, 49.0), (30.0, 26.0, 50.0), (30.0, 26.0, 51.0), (30.0, 26.0, 52.0), (30.0, 26.0, 53.0), (30.0, 26.0, 54.0), (29.0, 26.0, 55.0), (29.0, 26.0, 56.0), (29.0, 26.0, 57.0), (29.0, 26.0, 58.0), (29.0, 26.0, 59.0), (29.0, 26.0, 60.0), (28.0, 26.0, 61.0), (28.0, 26.0, 62.0), (28.0, 26.0, 63.0), (28.0, 26.0, 64.0), (28.0, 27.0, 65.0), (28.0, 27.0, 66.0), (27.0, 27.0, 67.0), (27.0, 27.0, 68.0), (27.0, 27.0, 69.0), (26.0, 27.0, 70.0), (26.0, 28.0, 71.0), (25.0, 28.0, 72.0), (25.0, 28.0, 73.0), (24.0, 28.0, 74.0)]",0.9759508509630269
5,"((31, 25, 1), (13, 48, 63))","[(31, 25, 1), (31, 26, 2), (32, 27, 3), (33, 27, 4), (34, 27, 5), (34, 27, 6), (34, 28, 7), (34, 28, 8), (34, 28, 9), (34, 28, 10), (34, 28, 11), (34, 29, 12), (34, 29, 13), (34, 29, 14), (34, 29, 15), (34, 29, 16), (34, 29, 17), (34, 29, 18), (35, 29, 19), (35, 30, 20), (35, 30, 21), (35, 30, 22), (35, 30, 23), (34, 30, 24), (34, 31, 25), (34, 31, 26), (34, 31, 27), (34, 31, 28), (34, 32, 29), (34, 32, 30), (34, 32, 31), (34, 33, 32), (34, 33, 33), (34, 33, 34), (34, 34, 35), (34, 34, 36), (34, 34, 37), (34, 34, 38), (33, 35, 39), (33, 35, 40), (33, 35, 41), (33, 36, 42), (33, 36, 43), (33, 36, 44), (33, 37, 45), (33, 37, 46), (33, 37, 47), (33, 38, 48), (32, 38, 49), (32, 38, 50), (32, 39, 51), (32, 39, 52), (32, 39, 53), (31, 40, 54), (31, 40, 55), (30, 41, 56), (30, 41, 57), (29, 41, 58), (28, 42, 59), (27, 42, 60), (26, 43, 60), (25, 43, 61), (24, 44, 61), (23, 44, 62), (22, 44, 62), (21, 45, 62), (20, 45, 62), (19, 45, 62), (18, 46, 63), (17, 46, 63), (16, 47, 63), (15, 47, 63), (14, 47, 63), (13, 48, 63)]",1.0789922985891873
6,"((35, 27, 32), (35.0, 26.0, 68.0))","[(35, 27, 32), (35.0, 27.0, 33.0), (35.0, 27.0, 34.0), (35.0, 27.0, 35.0), (35.0, 27.0, 36.0), (35.0, 27.0, 37.0), (35.0, 27.0, 38.0), (35.0, 27.0, 39.0), (35.0, 27.0, 40.0), (35.0, 27.0, 41.0), (36.0, 27.0, 42.0), (36.0, 27.0, 43.0), (36.0, 27.0, 44.0), (36.0, 27.0, 45.0), (36.0, 27.0, 46.0), (36.0, 27.0, 47.0), (36.0, 27.0, 48.0), (36.0, 27.0, 49.0), (36.0, 27.0, 50.0), (36.0, 27.0, 51.0), (36.0, 27.0, 52.0), (36.0, 27.0, 53.0), (36.0, 27.0, 54.0), (36.0, 27.0, 55.0), (36.0, 26.0, 56.0), (36.0, 26.0, 57.0), (36.0, 26.0, 58.0), (36.0, 26.0, 59.0), (36.0, 26.0, 60.0), (35.0, 26.0, 61.0), (35.0, 26.0, 62.0), (35.0, 26.0, 63.0), (35.0, 26.0, 64.0), (35.0, 26.0, 65.0), (35.0, 26.0, 66.0), (35.0, 26.0, 67.0), (35.0, 26.0, 68.0)]",0.4093103241014491
7,"((35.0, 27.0, 40.0), (37.0, 30.0, 68.0))","[(35.0, 27.0, 40.0), (35.0, 28.0, 41.0), (35.0, 28.0, 42.0), (35.0, 28.0, 43.0), (36.0, 28.0, 44.0), (36.0, 28.0, 45.0), (36.0, 28.0, 46.0), (36.0, 28.0, 47.0), (36.0, 28.0, 48.0), (36.0, 28.0, 49.0), (36.0, 29.0, 50.0), (36.0, 29.0, 51.0), (36.0, 29.0, 52.0), (36.0, 29.0, 53.0), (36.0, 29.0, 54.0), (36.0, 29.0, 55.0), (36.0, 29.0, 56.0), (37.0, 29.0, 57.0), (37.0, 29.0, 58.0), (37.0, 29.0, 59.0), (37.0, 29.0, 60.0), (37.0, 30.0, 61.0), (37.0, 30.0, 62.0), (37.0, 30.0, 63.0), (37.0, 30.0, 64.0), (37.0, 30.0, 65.0), (37.0, 30.0, 66.0), (37.0, 30.0, 67.0), (37.0, 30.0, 68.0)]",0.3617382769892202
8,"((31, 26, 2), (16, 53, 47))","[(31, 26, 2), (31, 27, 3), (31, 27, 4), (31, 27, 5), (30, 27, 6), (30, 28, 7), (30, 27, 8), (30, 28, 9), (30, 28, 10), (30, 28, 11), (30, 28, 12), (30, 28, 13), (30, 28, 14), (30, 29, 15), (29, 29, 16), (29, 29, 17), (29, 29, 18), (29, 30, 19), (29, 30, 20), (29, 30, 21), (28, 31, 22), (28, 31, 23), (28, 32, 24), (27, 32, 25), (27, 33, 26), (27, 33, 27), (26, 34, 28), (26, 34, 29), (26, 35, 30), (25, 36, 31), (25, 36, 32), (24, 37, 33), (24, 37, 34), (24, 38, 35), (23, 39, 36), (23, 39, 37), (23, 40, 38), (22, 41, 39), (21, 42, 40), (21, 43, 41), (20, 44, 42), (20, 45, 42), (20, 46, 43), (19, 47, 44), (19, 48, 45), (18, 49, 45), (18, 50, 46), (17, 51, 46), (17, 52, 46), (16, 53, 47)]",0.8109064264875326
9,"((34, 29, 13), (35.0, 35.0, 56.0))","[(34, 29, 13), (33.0, 28.0, 14.0), (33.0, 28.0, 15.0), (33.0, 28.0, 16.0), (33.0, 27.0, 17.0), (33.0, 27.0, 18.0), (33.0, 27.0, 19.0), (33.0, 27.0, 20.0), (33.0, 27.0, 21.0), (33.0, 27.0, 22.0), (33.0, 28.0, 23.0), (33.0, 28.0, 24.0), (33.0, 28.0, 25.0), (33.0, 28.0, 26.0), (33.0, 28.0, 27.0), (33.0, 28.0, 28.0), (34.0, 29.0, 29.0), (34.0, 29.0, 30.0), (34.0, 29.0, 31.0), (34.0, 29.0, 32.0), (34.0, 30.0, 33.0), (34.0, 30.0, 34.0), (34.0, 30.0, 35.0), (34.0, 30.0, 36.0), (34.0, 30.0, 37.0), (34.0, 30.0, 38.0), (34.0, 31.0, 39.0), (34.0, 31.0, 40.0), (34.0, 31.0, 41.0), (34.0, 31.0, 42.0), (34.0, 31.0, 43.0), (34.0, 32.0, 44.0), (34.0, 32.0, 45.0), (34.0, 32.0, 46.0), (34.0, 32.0, 47.0), (34.0, 32.0, 48.0), (35.0, 33.0, 49.0), (35.0, 33.0, 50.0), (35.0, 33.0, 51.0), (35.0, 33.0, 52.0), (35.0, 33.0, 53.0), (35.0, 34.0, 54.0), (35.0, 34.0, 55.0), (35.0, 35.0, 56.0)]",0.6138565175164296
