,Node,Branch,Length
0,"((0, 0, -1), (23.0, 30.0, 57.0))","[(0, 0, -1), (27, 27, 0), (26, 27, 1), (25, 28, 1), (24, 28, 2), (24, 28, 3), (24, 28, 4), (24, 29, 5), (24, 30, 6), (23, 30, 7), (23, 30, 8), (23, 30, 9), (23, 30, 10), (22, 30, 11), (23, 29, 12), (22, 29, 13), (22, 29, 14), (22, 29, 15), (22, 29, 16), (22, 29, 17), (21, 29, 18), (21, 29, 19), (21, 29, 20), (21.0, 29.0, 21.0), (21.0, 29.0, 22.0), (21.0, 30.0, 23.0), (21.0, 30.0, 24.0), (21.0, 30.0, 25.0), (21.0, 30.0, 26.0), (21.0, 30.0, 27.0), (21.0, 30.0, 28.0), (21.0, 30.0, 29.0), (21.0, 30.0, 30.0), (22.0, 31.0, 31.0), (21.0, 31.0, 32.0), (22.0, 31.0, 33.0), (22.0, 31.0, 34.0), (22.0, 31.0, 35.0), (22.0, 31.0, 36.0), (22.0, 31.0, 37.0), (22.0, 31.0, 38.0), (22.0, 31.0, 39.0), (22.0, 31.0, 40.0), (22.0, 31.0, 41.0), (22.0, 31.0, 42.0), (22.0, 31.0, 43.0), (22.0, 31.0, 44.0), (22.0, 31.0, 45.0), (22.0, 31.0, 46.0), (22.0, 31.0, 47.0), (22.0, 31.0, 48.0), (22.0, 31.0, 49.0), (22.0, 31.0, 50.0), (22.0, 31.0, 51.0), (23.0, 30.0, 52.0), (23.0, 30.0, 53.0), (23.0, 30.0, 54.0), (23.0, 30.0, 55.0), (23.0, 30.0, 56.0), (23.0, 30.0, 57.0)]",0.9355894882454977
1,"((0, 0, -1), (45.0, 15.0, 38.0))","[(0, 0, -1), (30, 26, 0), (31, 25, 1), (31, 25, 2), (32, 25, 3), (32, 24, 4), (32, 24, 5), (32, 24, 6), (33, 23, 7), (33, 23, 8), (34, 23, 9), (34, 23, 10), (35, 23, 11), (35, 23, 12), (35, 22, 13), (36, 22, 14), (36, 22, 15), (36.0, 22.0, 16.0), (37.0, 22.0, 17.0), (37.0, 21.0, 18.0), (38.0, 21.0, 19.0), (38.0, 21.0, 20.0), (38.0, 20.0, 21.0), (39.0, 20.0, 22.0), (39.0, 20.0, 23.0), (40.0, 19.0, 24.0), (40.0, 19.0, 25.0), (40.0, 19.0, 26.0), (41.0, 18.0, 27.0), (41.0, 18.0, 28.0), (42.0, 18.0, 29.0), (42.0, 18.0, 30.0), (43.0, 17.0, 31.0), (43.0, 17.0, 32.0), (43.0, 17.0, 33.0), (44.0, 16.0, 34.0), (44.0, 16.0, 35.0), (45.0, 16.0, 36.0), (45.0, 15.0, 37.0), (45.0, 15.0, 38.0)]",0.3726996045482161
2,"((0, 0, -1), (15, 50, 27))","[(0, 0, -1), (25, 30, 0), (26, 31, 1), (25, 31, 1), (26, 32, 2), (25, 32, 3), (25, 32, 4), (25, 33, 5), (25, 33, 6), (25, 34, 7), (25, 34, 8), (25, 35, 9), (25, 35, 10), (24, 36, 11), (24, 36, 12), (24, 37, 13), (24, 37, 14), (23, 38, 15), (23, 38, 16), (23, 39, 17), (22, 40, 18), (22, 40, 19), (21, 41, 20), (20, 42, 21), (20, 43, 22), (19, 44, 23), (19, 45, 23), (18, 46, 24), (17, 47, 25), (16, 48, 25), (16, 49, 26), (15, 50, 27)]",0.4740353184981961
3,"((0, 0, -1), (60, 24, 9))","[(0, 0, -1), (30, 27, 0), (31, 27, 1), (32, 27, 2), (32, 27, 3), (33, 27, 4), (33, 27, 5), (33, 27, 6), (34, 27, 7), (34, 27, 8), (35, 27, 9), (35, 27, 10), (36, 26, 11), (37, 25, 12), (38, 25, 12), (38, 25, 13), (39, 26, 14), (40, 26, 15), (41, 26, 15), (42, 26, 16), (43, 26, 16), (44, 26, 16), (45, 26, 16), (46, 26, 17), (47, 26, 17), (48, 25, 17), (49, 25, 17), (50, 25, 17), (51, 25, 17), (52, 25, 17), (53, 25, 17), (54, 25, 17), (55, 24, 16), (56, 24, 16), (57, 24, 15), (58, 24, 14), (59, 24, 13), (59, 24, 12), (59, 24, 11), (60, 24, 10), (60, 24, 9)]",0.4460189515351473
4,"((0, 0, -1), (59, 43, 36))","[(0, 0, -1), (32, 28, 0), (32, 29, 1), (32, 29, 2), (33, 29, 3), (34, 29, 4), (35, 29, 5), (35, 29, 6), (35, 29, 7), (36, 30, 8), (36, 30, 9), (37, 30, 10), (37, 30, 11), (38, 30, 12), (38, 31, 13), (39, 31, 14), (40, 32, 15), (41, 32, 16), (41, 33, 17), (42, 33, 18), (43, 34, 19), (43, 34, 20), (44, 35, 21), (45, 35, 22), (46, 35, 23), (47, 36, 24), (48, 37, 25), (48, 37, 26), (49, 37, 27), (50, 38, 28), (51, 39, 29), (52, 39, 30), (53, 40, 30), (54, 40, 31), (55, 41, 32), (56, 41, 33), (57, 42, 34), (58, 42, 35), (59, 43, 36)]",0.5239888950021311
5,"((0, 0, -1), (12, 34, 5))","[(0, 0, -1), (19, 30, 0), (18, 31, 1), (17, 31, 2), (16, 32, 3), (15, 32, 3), (14, 33, 4), (13, 33, 4), (12, 34, 5)]",0.10163310109165015
6,"((0, 0, -1), (46.0, 33.0, 11.0))","[(0, 0, -1), (33.0, 28.0, 0.0), (34.0, 28.0, 1.0), (35.0, 28.0, 1.0), (36.0, 28.0, 2.0), (37.0, 28.0, 3.0), (38.0, 29.0, 4.0), (39.0, 29.0, 5.0), (40.0, 30.0, 6.0), (41.0, 30.0, 7.0), (42.0, 31.0, 8.0), (43.0, 31.0, 8.0), (44.0, 32.0, 9.0), (45.0, 32.0, 10.0), (46.0, 33.0, 11.0)]",0.19280927595058217
7,"((0, 0, -1), (27.0, 35.0, 22.0))","[(0, 0, -1), (28.0, 28.0, 0.0), (28.0, 29.0, 1.0), (28.0, 29.0, 2.0), (28.0, 30.0, 3.0), (28.0, 30.0, 4.0), (28.0, 30.0, 5.0), (28.0, 30.0, 6.0), (28.0, 30.0, 7.0), (28.0, 31.0, 8.0), (28.0, 31.0, 9.0), (28.0, 31.0, 10.0), (27.0, 32.0, 11.0), (27.0, 32.0, 12.0), (27.0, 32.0, 13.0), (27.0, 32.0, 14.0), (27.0, 33.0, 15.0), (27.0, 33.0, 16.0), (27.0, 33.0, 17.0), (27.0, 34.0, 18.0), (27.0, 34.0, 19.0), (27.0, 34.0, 20.0), (27.0, 35.0, 21.0), (27.0, 35.0, 22.0)]",0.27402734102994936
8,"((26, 27, 1), (12, 18, 46))","[(26, 27, 1), (26, 26, 1), (25, 25, 1), (26, 24, 2), (26, 24, 3), (25, 24, 4), (25, 24, 5), (25, 23, 6), (25, 23, 7), (25, 23, 8), (25, 23, 9), (25, 23, 10), (24, 22, 11), (24, 22, 12), (24, 22, 13), (24, 22, 14), (23, 21, 15), (23, 21, 16), (23, 21, 17), (23, 21, 18), (22, 21, 19), (22, 20, 20), (22, 20, 21), (22, 20, 22), (21, 20, 23), (21, 19, 24), (20, 19, 25), (20, 19, 26), (20, 19, 27), (20, 18, 28), (19, 18, 29), (19, 18, 30), (18, 18, 31), (18, 17, 32), (18, 17, 33), (17, 17, 34), (17, 17, 35), (17, 17, 36), (16, 17, 37), (16, 17, 38), (15, 17, 39), (15, 17, 40), (15, 17, 41), (14, 17, 42), (14, 18, 43), (13, 17, 44), (13, 17, 45), (12, 18, 46)]",0.5931679886300854
9,"((26, 27, 1), (22, 46, 54))","[(26, 27, 1), (26, 27, 2), (26, 27, 3), (26, 27, 4), (25, 27, 5), (25, 27, 6), (25, 28, 7), (25, 29, 8), (25, 29, 9), (25, 29, 10), (25, 29, 11), (25, 29, 12), (24, 29, 13), (24, 29, 14), (24, 29, 15), (24, 29, 16), (24, 29, 17), (24, 29, 18), (24, 30, 19), (24, 30, 20), (24, 30, 21), (24, 30, 22), (24, 31, 23), (23, 31, 24), (23, 31, 25), (23, 31, 26), (23, 31, 27), (23, 32, 28), (23, 32, 29), (23, 32, 30), (23, 33, 31), (23, 33, 32), (23, 33, 33), (23, 33, 34), (23, 34, 35), (23, 34, 36), (23, 34, 37), (23, 35, 38), (23, 35, 39), (23, 35, 40), (23, 36, 41), (23, 36, 42), (23, 37, 43), (23, 37, 44), (23, 38, 45), (23, 38, 46), (23, 39, 47), (23, 40, 48), (22, 41, 49), (22, 42, 50), (22, 43, 51), (22, 44, 52), (22, 45, 53), (22, 46, 54)]",0.744403915455476
